,srch_destination_id,srch_adults_cnt,srch_children_cnt,stay_dur,srch_rm_cnt,prediction
33974,23866,2,0,1.0,1,[78 38 75 86 61]
33979,6487,2,0,3.0,1,[83 18 70 11 41]
33982,22787,4,0,1.0,2,[ 2 89 59  6 36]
33984,6487,2,0,2.0,1,[83 18 70 11 41]
33986,6487,2,0,3.0,1,[83 18 70 11 41]
33988,6487,2,0,4.0,1,[83 18 70 11 41]
33990,12236,2,0,2.0,1,[33 47 77 50 51]
33996,12257,2,0,1.0,1,[41 70 17 68 33]
33998,12821,2,0,1.0,1,[61 68  6 29 82]
34002,8816,2,0,2.0,1,[82 29 12 61 81]
34009,12233,2,1,1.0,1,[56 70 98 41 55]
34011,22850,2,0,4.0,1,[ 6 77 61 76 51]
34013,21264,4,0,1.0,2,[ 2 82 48 64 78]
34016,12230,2,0,1.0,1,[33  5 19 18 91]
34019,6487,1,1,3.0,1,[83 18 41 70 11]
34021,15520,2,0,1.0,1,[61 50 30 81 82]
34023,6487,1,1,3.0,1,[83 18 41 70 11]
34031,10401,2,1,1.0,1,[96 95 84 18 91]
34033,16204,2,1,1.0,1,[ 7 48 91 42 81]
34037,15520,1,0,2.0,1,[61 50 30 81 82]
34039,26835,2,0,6.0,1,[ 7 48 76 81 42]
34044,6487,2,0,3.0,1,[83 18 41 70 11]
34049,10401,2,0,1.0,1,[96 95 84 18 91]
34051,11353,2,0,1.0,1,[ 0 48 31 41 77]
34053,11353,2,0,1.0,1,[ 0 48 31 41 77]
34056,11353,2,0,6.0,1,[ 0 48 31 77 41]
34069,15520,2,0,1.0,1,[61 50 30 81 82]
34071,12230,1,0,1.0,1,[33  5 19 18 91]
34073,12230,1,0,1.0,1,[33  5 19 18 91]
34075,26827,2,0,1.0,1,[47  7 91 32 48]
34077,12230,2,0,1.0,1,[33  5 19 18 91]
34079,26827,2,0,1.0,1,[47  7 91 32 48]
34081,26835,3,0,1.0,2,[ 7 48 42 91 76]
34083,26835,1,0,1.0,1,[ 7 48 42 91 76]
34085,26835,1,0,1.0,1,[ 7 48 42 91 76]
34094,44045,2,0,14.0,1,[41 25 83 70 98]
34103,8266,2,0,2.0,1,[ 9 95 18 98 41]
34105,1742,1,0,1.0,1,[57 36 81 15 85]
34108,26835,1,0,1.0,1,[ 7 48 42 91 76]
34110,12230,1,0,1.0,1,[33  5 19 18 91]
34115,6487,2,0,1.0,1,[83 18 70 41 11]
34118,6487,2,0,1.0,1,[83 18 70 41 11]
34120,11353,2,0,4.0,1,[ 0 48 31 77 41]
34122,6487,4,0,1.0,2,[83 18 11 41 70]
34125,8266,2,0,2.0,1,[ 9 95 18 98 41]
34128,8266,3,0,1.0,2,[ 9 95 18 41 98]
34130,12576,2,0,1.0,1,[33  4 28 47 19]
34144,12230,2,0,1.0,1,[33  5 19 18 91]
34147,8254,2,0,4.0,1,[95 98 21 41 37]
34151,12230,2,0,1.0,1,[33  5 19 18 91]
34154,12225,2,0,1.0,1,[48 49 77 21 28]
34167,8250,2,0,2.0,1,[ 1 45 24 79 54]
34193,8278,2,0,1.0,1,[95 18 68 91 16]
34195,8278,2,0,1.0,1,[95 18 68 91 16]
34208,12418,1,0,6.0,1,[94 91 18 48 32]
34219,1174,1,0,1.0,1,[30 61 78 20 81]
34225,18787,2,0,7.0,1,[78 38 30 75 61]
34272,8250,1,1,2.0,1,[ 1 45 79 24 54]
34274,8250,1,1,2.0,1,[ 1 45 79 24 54]
34287,11620,2,0,2.0,1,[37 21 13 97 41]
34295,8267,2,0,1.0,1,[98 56 41 70 69]
34331,8250,2,0,1.0,1,[ 1 79 45 24 54]
34351,8250,2,0,1.0,1,[ 1 24 45 79 54]
34378,8250,2,0,1.0,1,[ 1 45 79 24 54]
34390,24588,2,0,1.0,1,[47 91  7 48 94]
34394,8250,2,0,1.0,1,[ 1 79 54 45 24]
34434,8250,2,0,1.0,1,[ 1 79 24 45 54]
34452,8250,2,0,1.0,1,[ 1 79 45 24 54]
34500,23693,2,0,2.0,1,[41 37 33 69 55]
34512,8250,2,0,1.0,1,[ 1 79 24 45 54]
34514,8267,2,0,4.0,1,[98 56 41 70 69]
34521,8250,1,0,3.0,1,[ 1 45 79 24 54]
34529,24,1,0,1.0,1,[32 94 48 91 42]
34532,24,1,0,1.0,1,[32 94 48 91 42]
34533,24,1,0,1.0,1,[32 94 48 91 42]
34552,26932,1,1,4.0,1,[23 76 86 18 17]
34598,24185,2,0,2.0,1,[41 91 55 48 10]
34605,15200,2,4,3.0,2,[ 8 86 30 78 91]
34620,24322,2,0,1.0,1,[ 5 91 48 30 15]
34622,12756,2,1,1.0,1,[25 33 98 48 32]
34625,11352,2,0,1.0,1,[41 68 91 69 70]
34632,17587,2,0,2.0,1,[91 48 40 94 42]
34635,24322,2,0,1.0,1,[ 5 91 15 30 48]
34732,12603,1,1,1.0,1,[49  4 28 21  6]
34747,12217,2,0,2.0,1,[23  4 39 49 19]
34756,12181,2,0,2.0,1,[49 16 28 13 48]
34810,19542,2,0,2.0,1,[77 48 15 94 91]
34817,41762,2,0,1.0,2,[16 91 48 42 13]
34821,27386,2,0,2.0,1,[14 48 91 78 86]
34824,12264,4,0,1.0,2,[68  4 95 49 55]
34851,6305,2,0,4.0,1,[63 64 59 29 46]
34916,12238,1,2,1.0,1,[33 40 17 47 13]
34936,11917,2,0,4.0,1,[92 86 80 84 73]
34943,12226,2,0,1.0,1,[95 49 18 97 21]
34982,14127,4,2,2.0,1,[50 83 77 48 16]
35001,8268,4,2,2.0,1,[34 71 16  0 96]
35023,8255,2,0,3.0,1,[36 15 29 46  2]
35081,8284,4,2,2.0,1,[96  0 84 25 31]
35134,12206,2,0,5.0,1,[ 1 79 45 24 51]
35178,24119,3,0,1.0,1,[73 17 26 86 90]
35191,8253,1,1,7.0,1,[97 25 11 64 98]
35193,8253,2,1,4.0,1,[97 25 11 98 64]
35205,23481,2,0,1.0,1,[97 25 64  5 86]
35223,8250,2,0,3.0,1,[ 1 24 45 79 54]
35225,8250,2,0,3.0,1,[ 1 24 45 79 54]
35251,8216,2,3,1.0,1,[95 18 91 19 42]
35270,25501,2,0,1.0,1,[83 17 86 89 91]
35281,8809,2,0,1.0,2,[95 19 59 18 91]
35296,28505,2,0,4.0,1,[28 39 91 48 50]
35339,25903,2,3,1.0,1,[48 94 16 91 15]
35348,25559,2,0,1.0,1,[77 42 76 51  7]
35360,3134,2,0,1.0,1,[50 91  7 48 82]
35367,8791,3,0,8.0,2,[65 66 52 87 84]
35400,12191,2,0,2.0,1,[95 68 19  9 69]
35408,23913,2,0,3.0,1,[ 3 86 81 17 91]
35413,13709,2,0,1.0,1,[95 19 18 91 59]
35424,12003,1,1,1.0,1,[34 91 10  2 42]
35428,23663,1,0,3.0,1,[54 91 51 10 47]
35437,21816,4,0,2.0,2,[68 95  9  4  2]
35464,12010,1,3,1.0,1,[28 10 42 91 48]
35473,12270,2,0,1.0,1,[68 98 55 95 97]
35476,8213,1,0,2.0,1,[97 98  2  9 33]
35480,24449,1,0,1.0,1,[61 30 81 86 82]
35482,8213,1,0,1.0,1,[97 98  2  9 33]
35484,8213,1,0,2.0,1,[97 98  2  9 33]
35486,8739,1,0,3.0,1,[ 2 29 59 82 46]
35496,13094,2,0,7.0,1,[ 0 83 21  9 97]
35500,8220,2,0,3.0,1,[12 46 62 36 59]
35532,8267,2,0,7.0,1,[98 56 41 70 69]
35545,22856,2,0,1.0,1,[40 30 82 76 78]
35554,8794,1,1,2.0,1,[ 2 61 82 78 15]
35556,12407,1,1,1.0,1,[11 86 30 17 91]
35558,22821,1,0,1.0,1,[11 86 30 17 91]
35563,12402,2,0,1.0,1,[75  5 33 11 30]
35574,19993,1,1,4.0,1,[36 25 30 58 64]
35589,12299,2,2,1.0,1,[ 6 82 61 78 30]
35610,22409,3,0,2.0,1,[30 22 86 81 73]
35618,22416,2,0,2.0,1,[63 30 22 61 81]
35620,22467,2,0,1.0,1,[89 86 80 93 17]
35625,8272,2,0,1.0,1,[42 48 15 91 34]
35698,4665,1,0,1.0,1,[94 91 48 14 32]
35738,4665,1,0,3.0,1,[94 91 48 32 14]
35787,8273,1,0,5.0,1,[68  9 18 72 91]
35797,34314,3,0,2.0,1,[28 50  7 32 91]
35800,11643,2,0,7.0,1,[64 46 44 58 85]
35886,8245,1,1,7.0,1,[46 36 58 62 64]
35892,19802,1,0,8.0,1,[81 61 78 82 30]
35960,30532,2,1,10.0,1,[ 2 89 90 59 64]
35971,24174,1,0,4.0,1,[67 90  2 85 62]
35975,8252,1,0,1.0,1,[46 29 82 36 58]
35978,42223,2,0,3.0,1,[62 82 85 30 46]
36001,8746,2,0,3.0,1,[22 64 99  9 25]
36004,12057,2,0,5.0,1,[29 81 36 15 76]
36071,7635,1,0,2.0,1,[98 56 41 70 69]
36082,12782,2,0,1.0,1,[36 15 57 81 30]
36089,8250,2,0,7.0,1,[ 1 24 45 79 54]
36091,8229,2,1,1.0,1,[91 28 48  6 42]
36116,23682,2,0,2.0,1,[34 84 26 96 92]
36122,25470,1,0,3.0,1,[98 41 69 70 83]
36129,14796,2,0,4.0,1,[18 72 31 91 95]
36144,8268,2,2,6.0,1,[34 71 16  0 96]
36147,5703,1,0,2.0,1,[34 86 84 26 91]
36152,6044,2,0,2.0,1,[70 41 83 69  9]
36155,23693,2,0,4.0,1,[41 37 33 55 69]
36157,12715,1,0,1.0,1,[ 5 59 85 18 48]
36161,12547,2,0,1.0,1,[90  2 42  5 48]
36165,8253,1,0,3.0,1,[97 25 11 98 64]
36169,20207,2,0,1.0,1,[82 81 25 15 36]
36171,20207,2,0,1.0,1,[82 81 25 15 36]
36175,20207,2,0,1.0,1,[82 25 81 48 15]
36206,19352,2,2,7.0,1,[67  2 86 36 90]
36265,25954,1,0,3.0,1,[21 25 18 37 33]
36269,8254,1,0,1.0,1,[95 98 21 41  4]
36272,45626,2,0,2.0,1,[41 69 38 70 72]
36275,8271,2,0,3.0,1,[95  2 98 91 72]
36280,8271,2,0,1.0,1,[95  2 98 91 18]
36281,25727,1,0,2.0,1,[48 91 94 14 47]
36284,11337,1,0,2.0,1,[91 21 72 42  2]
36286,25727,1,0,1.0,1,[48 91 94 14 47]
36291,8254,2,0,4.0,1,[95 98 21 41 37]
36294,8271,2,0,1.0,1,[95  2 98 91 72]
36296,8271,2,0,1.0,1,[95  2 98 91 72]
36299,25727,2,0,3.0,1,[48 91 94 47 14]
36301,10779,4,0,3.0,2,[28 10 13  7 91]
36309,8223,2,0,3.0,1,[98 70 41 56 95]
36311,12233,2,0,3.0,1,[56 70 98 41 55]
36313,8223,2,0,1.0,1,[70 98 41 56 69]
36316,8223,2,0,3.0,1,[98 70 41 56 95]
36318,8747,2,0,3.0,2,[97 99 48  2  9]
36363,8284,2,0,1.0,1,[96 84  0 25 16]
36366,8268,2,2,3.0,1,[34 71 16  0 96]
36374,8814,1,0,1.0,1,[26 70 41 68  0]
36376,27077,1,0,1.0,1,[18 50 48 91 94]
36378,12886,1,0,1.0,1,[ 5 48 32 91 30]
36381,496,2,1,3.0,1,[32 94 48 42 91]
36383,12839,2,0,1.0,1,[ 0 70 68 26 72]
36385,44249,1,0,1.0,1,[17 91 86 51 80]
36387,8287,1,0,1.0,1,[ 9 49 18 68 95]
36389,5562,1,0,1.0,1,[90 15 91 48 42]
36391,12239,1,0,1.0,1,[42 18 23 95 37]
36393,8814,1,0,1.0,1,[26 70  0 68 33]
36404,28516,2,0,1.0,1,[16 39 40 91 42]
36407,8250,3,0,4.0,2,[ 1 24 45 79 54]
36414,8230,3,3,2.0,2,[95 19 98 18 91]
36489,13318,2,0,2.0,1,[19 59 91 18 10]
36514,8241,1,0,2.0,1,[12 82 36 62 81]
36516,8803,1,0,3.0,1,[46 29 12 59 36]
36518,8220,1,0,3.0,1,[12 46 59 62 29]
36520,8246,1,0,3.0,1,[46 82 81 61 29]
36523,8220,2,0,3.0,1,[12 46 59 62 29]
36525,8803,1,0,2.0,1,[46 29 12 59 36]
36528,8220,1,0,3.0,1,[12 46 59 62 29]
36530,1677,1,0,2.0,1,[62 82 46 85 81]
36534,8241,1,0,2.0,1,[12 36 62 82 15]
36538,8244,1,0,5.0,1,[11 91 21 48  2]
36557,27001,2,0,2.0,1,[28 42 48 91 13]
36565,37690,2,0,1.0,1,[67 62 82  3 78]
36573,8253,1,1,2.0,1,[97 25 98 11  9]
36578,20878,2,1,2.0,1,[38 86 75 20 30]
36585,9829,1,0,1.0,1,[60  3 86 80 17]
36587,9829,1,1,1.0,1,[60  3 86 80 17]
36597,8227,1,1,6.0,1,[60 46  3 20 81]
36607,25125,4,6,1.0,3,[40 48 17 91 30]
36610,8267,3,0,4.0,1,[98 56 41 70 69]
36612,8287,3,0,3.0,1,[49  9 18 68 59]
36620,18715,2,0,1.0,1,[58 86 85 82 81]
36630,22070,2,0,4.0,1,[78 86 30 38 44]
36635,20893,2,0,1.0,1,[86 44 93 30 17]
36640,21381,1,0,7.0,1,[20 44 38 30 81]
36655,8287,2,0,17.0,1,[15 19 91 10 47]
36658,20460,1,0,3.0,1,[ 4  6 95 59 10]
36666,12618,2,0,5.0,1,[59 89 49 98 97]
36694,8266,2,0,5.0,1,[ 9 95 18 98 91]
36711,8250,1,0,2.0,1,[ 1 45 24 79 54]
36714,8250,1,0,2.0,1,[ 1 45 79 24 54]
36719,12727,1,0,1.0,1,[ 7 91 42 40 48]
36721,24677,1,0,5.0,1,[83 25 89 91 10]
36723,1212,1,0,1.0,1,[32 13 91 94 42]
36725,11332,1,0,1.0,1,[43 62 82 91 15]
36727,8859,1,0,1.0,1,[ 0 96 21 83 33]
36784,41601,2,0,5.0,1,[17 86 90 80 84]
36787,12820,3,0,1.0,1,[14 51 72 13 91]
36790,8219,3,0,1.0,1,[91 18 77 42  2]
36795,25325,2,1,1.0,1,[13 91 94 28  7]
36797,32125,2,1,4.0,1,[51 91 17 10 86]
36806,8233,3,0,11.0,1,[42 14 91 39 23]
36811,12820,2,0,1.0,1,[51 14 72 13 91]
36911,8229,4,0,2.0,3,[28  6 42 59 21]
36962,12206,2,0,3.0,1,[ 1 79 45 24 51]
37025,8220,2,0,3.0,1,[12 46 59 29 36]
37029,8255,1,0,1.0,1,[85  3 82 48 81]
37036,8250,2,0,2.0,1,[ 1 79 45 24 54]
37038,8254,2,0,2.0,1,[95 98 21 41  4]
37075,8277,2,0,2.0,1,[42 91 16 48 95]
37077,8218,2,1,1.0,1,[47 91 72 41 21]
37101,1834,2,0,2.0,1,[ 5 30 85 15 93]
37137,12547,1,0,2.0,1,[90  2 42 48  5]
37144,8744,1,0,4.0,1,[12 15  2 62 48]
37146,8262,2,0,5.0,1,[68 28 37 95  9]
37149,8262,4,0,5.0,1,[68 28  9 37 95]
37153,18569,2,0,3.0,1,[63 61 12 62 46]
37155,12206,2,0,1.0,1,[ 1 79 45 24 51]
37167,8250,1,2,1.0,1,[ 1 79 45 24 54]
37183,23682,2,0,1.0,1,[34 84 26 96 92]
37197,8288,2,1,2.0,1,[68 41  9 95 37]
37198,8854,2,1,6.0,1,[74 86 80 17 84]
37200,12483,2,1,1.0,1,[ 6 33 28 59  4]
37203,24902,2,1,1.0,1,[ 4 25 28  5 48]
37218,8268,2,1,3.0,1,[34 16 71  0 96]
37244,8279,2,0,7.0,1,[98 55 41 70 83]
37259,5317,2,0,1.0,1,[91 83 48 42 28]
37265,55166,6,0,3.0,3,[90 86 30 44 85]
37271,12522,5,0,2.0,2,[58 86 81 85 30]
37273,12522,5,0,1.0,2,[58 86 81 85 30]
37277,19542,2,0,1.0,1,[77 48 15 91 39]
37280,11854,2,0,1.0,1,[42 91 15 16 77]
37283,12227,2,0,3.0,1,[83 41 17 77 70]
37291,11812,2,0,2.0,1,[91 19 28 47 48]
37300,11939,2,1,2.0,1,[25 31 16 48 94]
37310,11623,1,0,3.0,1,[30 57 73 64 62]
37345,20845,3,0,3.0,3,[31 63 78 81 61]
37354,18788,2,0,2.0,1,[82  2 58 64 25]
37356,18788,2,0,1.0,1,[82  2 58 64 25]
37452,8791,2,0,6.0,1,[65 66 52 87  0]
37498,23396,2,0,1.0,1,[50  6  7 47 94]
37503,24374,2,0,1.0,1,[34 32 50 31 39]
37532,25734,2,2,2.0,1,[59 42  7 48 16]
37565,375,1,0,3.0,1,[76 99 58 90 38]
37601,12057,2,0,2.0,1,[36 29 81 76 15]
37638,22419,2,0,3.0,1,[62 76 30 81 82]
37652,25965,2,2,1.0,1,[25 18 59 48 91]
37658,25965,2,2,1.0,1,[25 18 59 48 28]
37660,8250,2,0,1.0,1,[ 1 24 45 79 54]
37667,12175,2,0,1.0,1,[18 72 13 28 91]
37669,8273,2,0,1.0,1,[68 91 72 18 19]
37674,8288,2,0,2.0,1,[68 41 95 69  9]
37698,12175,2,2,1.0,1,[18 28 72 91 13]
37703,3254,2,0,2.0,1,[ 4 89  8 17 37]
37711,8250,1,0,2.0,1,[ 1 79 45 24 54]
37721,8281,2,0,1.0,1,[68 95 19  9 91]
37723,33437,2,0,1.0,1,[42 72 48 40 91]
37734,8814,3,2,7.0,1,[80  0 93 84 26]
37746,24287,2,0,2.0,1,[91 28 37 72 13]
37748,12257,1,2,1.0,1,[41 70 33  0 17]
37775,11923,2,0,4.0,1,[51 26 92 73 84]
37797,12669,2,0,4.0,1,[49 21 13 77 16]
37813,8855,2,0,7.0,1,[26 73 84 92 34]
37842,23507,2,0,1.0,1,[49 98 59 25 61]
37851,12152,2,0,2.0,1,[83 48 51 91 42]
37854,4908,2,0,5.0,1,[50  7 91 48 47]
37855,12152,1,0,3.0,1,[83 48 51 91 42]
37859,12152,2,0,3.0,1,[83 48 91 51 42]
37871,12152,2,0,3.0,1,[ 5 91 48 15 18]
37908,12196,1,0,1.0,1,[13 16 91 32 42]
37912,26740,1,0,1.0,1,[18 28 91 42 48]
37916,12845,2,0,1.0,1,[32 13 91 94 42]
37920,12206,1,0,1.0,1,[ 1 79 45 24 51]
37956,8250,2,0,1.0,1,[ 1 24 79 45 54]
37958,12206,2,0,2.0,1,[ 1 79 45 24 51]
37970,12603,1,0,1.0,1,[49  4 28  6 21]
37979,24144,2,0,2.0,1,[39  7 42 14 48]
37989,8281,2,0,1.0,1,[68 95 19  9 55]
37995,19853,2,0,8.0,1,[62 46 36 61 58]
38002,8261,0,0,5.0,1,[18 91 59 13  2]
38004,11835,1,0,1.0,1,[54 91 51 10 47]
38020,17917,2,0,4.0,1,[54 39 51 91 10]
38022,17917,2,0,1.0,1,[54 39 91 51 10]
38032,12280,2,0,6.0,1,[68 98 19 95 55]
38034,19035,1,0,1.0,1,[46 82  5 62 30]
38045,26601,4,0,1.0,2,[21 68  6 13 11]
38090,11621,6,0,3.0,2,[92 83 91 51 33]
38094,8268,6,0,2.0,1,[34 16 71  0 96]
38174,8236,1,0,1.0,1,[91 95 18 48 28]
38181,8218,2,0,1.0,1,[72 47 91 41 95]
38190,12008,2,2,1.0,1,[91 48 18 28 42]
38206,23261,1,0,1.0,1,[ 5 90 30 48 85]
38236,7635,2,0,1.0,1,[56 98 41 70 69]
38240,23867,2,0,3.0,1,[22 86 30 81 64]
38241,23867,2,0,3.0,1,[22 86 30 81 64]
38243,47096,2,0,3.0,1,[ 2 36 89 91 82]
38252,12218,1,0,3.0,1,[95 18 91 48  6]
38254,26980,2,0,3.0,1,[51 25 72 19 91]
38256,12218,1,0,3.0,1,[95 18 91 48  6]
38259,12218,1,0,3.0,1,[95 18 91 48  6]
38276,8279,1,0,1.0,1,[21 28 91 42 48]
38299,8245,2,0,1.0,1,[46 36 62 58 82]
38315,12788,2,0,4.0,1,[58 64 67 82 85]
38323,33650,2,0,2.0,1,[38 20 30 81 75]
38333,12379,2,0,2.0,1,[97 25  5 86 64]
38351,8224,2,0,3.0,1,[11  2 29 51 64]
38375,12307,2,0,3.0,1,[38 75 78 82 81]
38390,1580,2,0,3.0,1,[46 43 82 36 64]
38416,1556,2,1,1.0,2,[63 61 38 46 62]
38429,17907,2,1,2.0,1,[48 42 50 61 47]
38435,27949,1,1,7.0,1,[65 26 72 96 73]
38437,12483,2,0,3.0,1,[ 5 17 18 10 89]
38439,19374,2,3,2.0,1,[77 48 39 51 91]
38449,8268,2,3,2.0,1,[34 16 71  0 42]
38456,27490,4,0,1.0,2,[42 91  7 50 48]
38462,8279,2,0,3.0,1,[98 55 41 70 83]
38472,12757,2,0,1.0,1,[42 72 15 59 91]
38480,12549,3,0,2.0,3,[16 91 42 18 13]
38485,12206,1,0,5.0,1,[ 1 79 45 24 51]
38497,20404,1,0,3.0,1,[ 2 30 76 61 64]
38499,20404,1,0,3.0,1,[ 2 30 76 61 64]
38504,3848,2,0,3.0,1,[ 6 91  7 15 50]
38505,3848,2,0,1.0,1,[ 6 91  7 89 18]
38507,5093,2,0,2.0,1,[ 4 89 91 17 10]
38508,5093,2,0,1.0,1,[ 4 89 91 17 10]
38509,5093,2,0,1.0,1,[ 4 89 91 17 10]
38510,12150,2,0,2.0,1,[32 99 91 77 48]
38511,11827,2,0,3.0,1,[ 6 16 42 91 47]
38512,25801,2,0,3.0,1,[77 18 48 39 91]
38513,25801,2,0,3.0,1,[77 18 48 39 91]
38514,25067,2,0,3.0,1,[48 94 47 91 40]
38515,25067,2,0,4.0,1,[48 94 16 91 47]
38516,25337,2,0,3.0,1,[91 59 95 48 28]
38519,25337,2,0,1.0,1,[91 59 95 28 48]
38522,12483,2,0,4.0,1,[ 6 33 28  4 59]
38525,12483,2,0,2.0,1,[ 6 33 28  4 25]
38528,24892,2,0,3.0,1,[77 51 39 48 91]
38529,24892,2,0,3.0,1,[77 51 39 48 91]
38530,5093,2,0,3.0,1,[ 4 89 91 17 15]
38532,5093,2,0,1.0,1,[ 4 89 91 17 15]
38549,26980,2,0,4.0,1,[51 25 72 19 91]
38551,26980,2,1,3.0,1,[51 25 72 19 91]
38553,8243,2,0,2.0,1,[51 21 42 91 47]
38558,8243,2,1,1.0,1,[51 42 91 21 47]
38560,8243,1,1,1.0,2,[51 42 91 21 47]
38571,8746,3,1,4.0,1,[22 64 99 25 58]
38581,24471,2,0,1.0,1,[16 91 42 15 32]
38583,12010,2,0,1.0,1,[28 10 91 42 48]
38593,23062,1,0,1.0,5,[ 5 30 91 86 15]
38598,23311,1,0,1.0,3,[59  2 46 48 42]
38607,23311,2,0,1.0,1,[59  2 46 48 10]
38624,20590,2,0,6.0,1,[64 91 82  2 51]
38639,8808,2,0,5.0,1,[58  2 36 64 62]
38642,48593,2,1,5.0,1,[36 62 82 58 15]
38663,1275,2,1,2.0,1,[39 91 32 10  7]
38666,24822,2,1,1.0,1,[32 51 28 42 47]
38683,13925,3,1,7.0,1,[93  5 85 73 25]
38693,14,1,0,3.0,1,[20 38 75 30 81]
38700,11315,3,0,3.0,2,[22 62 82 64 78]
38710,12471,1,0,1.0,1,[13  8  5 89 59]
38728,12471,1,0,1.0,1,[13  8 89  5 59]
38742,48357,2,0,3.0,1,[61 30 81 85 82]
38748,22943,2,0,1.0,1,[87 36 91 86 15]
38765,12175,2,2,3.0,1,[28 18 72 91 13]
38768,8739,1,0,1.0,1,[29  2 59 82 46]
38771,8745,1,0,1.0,1,[64  5 25 37  8]
38773,29059,1,0,2.0,1,[ 9 86 17 73 81]
38775,8224,1,0,1.0,1,[29  2 11 46 51]
38806,5999,4,0,1.0,2,[82 78 48 81 43]
38864,19831,2,0,5.0,1,[92 86 73 58 51]
38903,686,2,0,2.0,2,[63 81 38 61 20]
38992,53284,1,0,3.0,1,[62 61 82 30 81]
38996,12549,4,0,1.0,2,[16 18 91 42 32]
38998,28647,1,0,1.0,1,[83 17 89 91 86]
39005,8837,2,0,1.0,1,[51 42 91 50 15]
39015,8810,2,1,4.0,1,[84 65  0 66 63]
39018,8246,1,0,3.0,1,[46 82 81 29 61]
39020,8242,1,0,2.0,1,[ 5 25 97 21  9]
39023,268,1,0,3.0,1,[82 38 78 81  3]
39027,8220,2,0,2.0,1,[12 46 29 36 62]
39032,8787,2,1,1.0,1,[63 61 46 78 81]
39034,8787,1,1,1.0,1,[63 61 46 78 81]
39040,22108,2,0,3.0,1,[20 38 86 30 91]
39099,8791,2,1,10.0,1,[65 66 52 87 84]
39101,8791,2,2,10.0,1,[65 66 52 87 84]
39153,8250,2,0,7.0,1,[ 1 45 79 24 51]
39212,23054,1,0,2.0,1,[61 38 30 81 46]
39224,11620,1,1,1.0,2,[37 21 97 48 13]
39258,25967,2,0,1.0,1,[59 18 95  2 48]
39268,8808,2,0,5.0,1,[58  2 64 36 82]
39289,23507,1,0,1.0,1,[49 98 59 25 61]
39293,23508,1,0,1.0,1,[ 2 49 48 28 77]
39298,1109,2,2,1.0,1,[ 7 42 48 81 91]
39301,562,1,0,3.0,1,[59 37 41  5 68]
39347,8741,2,0,1.0,1,[64 11 46 59 62]
39356,12003,1,0,1.0,1,[34 91 10  2 48]
39359,12003,1,0,1.0,1,[34 91  2 10 48]
39394,8236,2,0,1.0,2,[91 95 18 94 21]
39414,12273,4,0,1.0,1,[18 32 42 51 48]
39421,12017,1,0,1.0,1,[77 39 16 48 42]
39426,12017,1,1,1.0,1,[77 39 16 42 48]
39486,12017,2,0,1.0,1,[77 39 16 48 42]
39503,600,3,0,1.0,1,[91 37 42 48 18]
39509,12017,1,0,1.0,1,[77 39 16 42 48]
39531,12525,1,0,1.0,1,[42 91 32 16  7]
39544,8267,2,2,5.0,1,[98 56 41 70 69]
39550,8223,2,2,3.0,1,[98 69 70 41 56]
39554,8291,2,2,3.0,1,[95 98  9 59 18]
39567,28511,2,0,2.0,1,[26 10 37 73 84]
39581,7635,2,0,1.0,1,[56 98 41 70 69]
39583,8291,2,0,1.0,1,[95 98 18  9 59]
39595,11353,2,0,3.0,1,[ 0 48 31 42 77]
39632,8785,2,0,3.0,1,[22  8 64 58  5]
39636,26663,2,0,1.0,1,[32 15 16 42 10]
39638,60714,2,0,3.0,1,[94 16 32 48 76]
39651,8250,2,0,4.0,1,[ 1 24 45 79 54]
39674,24174,2,0,5.0,1,[67 90  2 62 85]
39677,30320,2,0,3.0,1,[36 30 81 15 67]
39696,8250,2,0,4.0,1,[ 1 24 45 79 54]
39772,21787,4,0,2.0,2,[ 8 43 78 35 30]
39804,8785,4,0,1.0,2,[22  8 64 78 58]
39813,8267,2,0,7.0,1,[98 56 41 69 70]
39842,8791,1,0,7.0,1,[65 66 52 87 84]
39874,8791,1,0,6.0,1,[65 66 52 87 84]
39903,25893,2,0,1.0,1,[62 43 82 48 42]
39912,12691,2,0,2.0,1,[42 28 32 91 59]
39928,11938,2,0,7.0,1,[65 52 25 66 31]
39944,11938,2,0,7.0,1,[65 25 52 66 31]
39995,27599,2,0,2.0,1,[42 50 91 48 47]
40083,8267,2,0,6.0,1,[98 56 41 69 70]
40086,8862,2,0,4.0,1,[25 64 99 11 22]
40094,8808,2,0,4.0,1,[58 36 64 82  2]
40141,43033,2,1,3.0,1,[51 91 42 32 15]
40145,23666,2,0,4.0,1,[78 76 38  7 81]
40168,40642,2,0,2.0,1,[50 48 55 94  4]
40180,23541,2,0,8.0,1,[68  9 19 59 37]
40186,8838,2,0,1.0,1,[90 73 25 16 19]
40194,12009,1,0,2.0,1,[95 42 91 47 18]
40225,8291,2,0,2.0,1,[95 98  9 37 18]
40236,8278,2,0,4.0,1,[95 68 18 91 37]
40257,12239,2,0,1.0,1,[42 23 18 95 37]
40266,8788,2,0,1.0,1,[64 59 11  2 25]
40316,11938,2,0,3.0,1,[65 25 52 66 31]
40323,28555,2,0,3.0,1,[28  7 50 39 48]
40328,36013,2,0,1.0,1,[16 42 91 32 13]
40339,11752,2,0,3.0,1,[ 5 19 91  6 59]
40341,8252,1,0,3.0,1,[46 29 82 36 58]
40353,12623,1,0,3.0,1,[59 46 29 36 82]
